Date,Close,High,Low,Open,Volume,SMA20,SMA50,RSI14,long_entry,long_exit,rsi_long_entry,rsi_short_entry
2010-01-04,5.452269554138184,5.503451683114555,5.3606797510915865,5.366067363897123,6514500,,,,False,False,False,False
2010-01-05,5.468432903289795,5.473820131246018,5.368761479049652,5.368761479049652,4445100,,,,False,False,False,False
2010-01-06,5.46574068069458,5.4845979127632365,5.430721373011506,5.441496603891322,7340100,,,,False,False,False,False
2010-01-07,5.393007278442383,5.468434268953842,5.357987975866353,5.4549650396420315,8498400,,,,False,False,False,False
2010-01-08,5.449575424194336,5.468432647923019,5.355292773723262,5.395700064327988,4347600,,,,False,False,False,False
2010-01-11,5.463045597076416,5.49537127874589,5.414556689219683,5.452270369853259,5364300,,,,False,False,False,False
2010-01-12,5.3687639236450195,5.468435393269242,5.339132614983566,5.430721697583245,5198400,,,,False,False,False,False
2010-01-13,5.4199442863464355,5.4280258988408905,5.32027286389313,5.347211315306317,6831900,,,,False,False,False,False
2010-01-14,5.4549641609191895,5.4657390031393165,5.368761954985361,5.393006409700117,4493700,,,,False,False,False,False
2010-01-15,5.430719375610352,5.495371122463193,5.395700466159773,5.446882215985434,6981900,,,,False,False,False,False
2010-01-19,5.422637939453125,5.4522700050102175,5.3983934871470955,5.430719166653471,3156900,,,,False,False,False,False
2010-01-20,5.3687639236450195,5.414558850297535,5.30411253450218,5.393008387249922,5761500,,,,False,False,False,False
2010-01-21,5.110156059265137,5.384924745106084,5.0912999892211985,5.384924745106084,13422900,,,,False,False,False,False
2010-01-22,4.940445899963379,5.1263183616086225,4.9242826751046715,5.093992682596189,11661000,,,20.12565665101836,False,False,True,False
2010-01-25,4.943141937255859,5.007793707288807,4.916203474953086,5.007793707288807,7927800,,,20.376254015660663,False,False,True,False
2010-01-26,4.875794887542725,4.964690710830012,4.875794887542725,4.889264500512609,7707900,,,17.455610497300327,False,False,True,False
2010-01-27,4.943141937255859,4.961998398444622,4.873102937185537,4.88118416759425,9267300,,,23.204517082707184,False,False,True,False
2010-01-28,4.913509368896484,4.99701720642008,4.883877294536343,4.959304287811445,5370300,,,24.277551800048485,False,False,True,False
2010-01-29,4.846163749694824,4.9754668747771325,4.846163749694824,4.92159034787051,9038700,,,18.00026878974397,False,False,True,False
2010-02-01,4.961997985839844,5.010486520318103,4.862327302088621,4.8892653767987655,12008700,5.234610843658447,,26.03107975401079,False,False,True,False
2010-02-02,5.005097389221191,5.042810682391201,4.95660886943118,4.972771709361184,5548800,5.212252235412597,,31.707290886299177,False,False,False,False
2010-02-03,5.134400844573975,5.1909709851134265,5.042811405176455,5.182889371313839,18415500,5.195550632476807,,36.683525224050996,False,False,False,False
2010-02-04,4.945835113525391,5.09938233119612,4.937753883833571,5.09938233119612,11436000,5.169555354118347,,29.230910745356454,False,False,True,False
2010-02-05,5.0643630027771,5.067056617543981,4.926978630498214,4.926978630498214,8810100,5.153123140335083,,36.12257532808942,False,False,False,False
2010-02-08,4.862326145172119,5.1047691452304065,4.846163304191735,5.083218305237368,12658200,5.123760676383972,,31.4947663765642,False,False,False,False
2010-02-09,4.9027323722839355,4.988933786715269,4.865018699526092,4.9269764357969015,17238900,5.095745015144348,,34.470378580924574,False,False,False,False
2010-02-10,4.873100757598877,4.918895660607775,4.827305469237503,4.8892635965398155,11768700,5.070961856842041,,40.67800569875006,False,False,False,False
